44780600,Siemens AG,S11ES30880-S1300  ,,,
44788000,Siemens AG,S6 PCN Power ES30880-S1900  ,,,
44788100,Siemens AG,S8 PCN Power ES30880-S1940  ,,,
44792800,Siemens AG,S1088S30880-S1200  ,,,
44794000,Philips,74MP898,,,
44796700,Samsung,SGH-400,,,
44796800,Siemens AG,S10 activeS30880-S1200  ,,,
44799800,Matsushita,Panasonic G450,,,
44803700,Nec,MP5J1G1,,,
44805700,Siemens AG,S1088DS30880-S1200  ,,,
44805800,Siemens AG,S10DS30880-S1220  ,,,
44805900,Siemens AG,E10D,,,
44806000,Siemens AG,S6 Power D,,,
44808100,Matsushita,Panasonic G450,,,
44811500,Motorola,-unknown-MP1-1D14  ,,,
44811600,Motorola,-unknown-MG2-4C11  ,,,
44811700,Motorola,-unknown-MG2-4C12  ,,,
44814400,Siemens AG,Sony CMD-X2000DR,,,
44814500,Siemens AG,S10D active,,,
44817300,Siemens AG,SL10S30880-S1600  ,,,
44821300,Nec,DB2000MP5J1L1  ,,,
44821400,Nec,MP5JIMI,,,
44821500,Nec,MP5JIPI,,,
44821600,Nec,DB2100,,,
44821700,Nec,DB2000MP5J1L1  ,,,
44821800,Nec,DB2000MP5J1L1  ,,,
44821900,Nec,MP5J1M1,,,
44822000,Nec,MP5J1S1,,,
44822100,Nec,MP5JIRI,,,
44825300,Siemens AG,Amio Cellular A108A108  ,,,
44827300,Philips,TCD808A/R,,,
44830100,Siemens AG,SL10DS30880-S1600  ,,,
44830800,Siemens AG,SL1088S30880-S1600  ,,,
44830900,Siemens AG,SL10 / SL10ES30880-S1600  ,,,
44831500,Samsung,SGH-600,,,
44832300,Philips,DigaTCD308/TX/GX/KX/5X/4X  ,,,
44833200,Siemens AG,C11S30880-S2210  ,,,
44835900,Matsushita,Panasonic G600,,,
44842000,Acer Peripherals Inc.,G301 G320XG818  ,,,
44844600,Philips,TCD838 TCD838SP,,,
44846400,Samsung,SGH-550,,,
44846500,Samsung,SGH-500,,,
44847800,Siemens AG,C10S30880-S2200 (FR/EFR)  ,,,
44849100,Siemens AG,C10S30880-S2200 (HR)  ,,,
44849500,Telit Mobile Terminals,PV160,,,
44849600,Telit Mobile Terminals,GM210,,,
44852900,Philips,TCD828V74MP878  ,,,
44854400,Motorola,-unknown-MG1-4F11  ,,,
44854600,Motorola,-unknown-MG1-4F22  ,,,
44854700,Motorola,-unknown-MG1-4F23  ,,,
44855000,Siemens AG,SL1088ES30880-S1600  ,,,
44856900,Telit Mobile Terminals,GM220,,,
44857000,Matsushita,Panasonic G520,,,
44857100,Matsushita,Panasonic GD70,,,
44859100,Telit Mobile Terminals,GM240,,,
44860800,Telit Mobile Terminals,GM310,,,
44861400,Kyocera Corporation,KI-G100 GSM Handset,,,
44866300,Samsung,SGH-600C,,,
44867400,Philips,SavvyTCD128 TCD138  ,,,
44868500,Telit Mobile Terminals,GM210E,,,
44870800,Telit Mobile Terminals,GM230,,,
44870900,Telit Mobile Terminals,GM240E,,,
44871000,Telit Mobile Terminals,GM220E,,,
44871100,Telit Mobile Terminals,GM270,,,
44871200,Telit Mobile Terminals,GM231,,,
44871300,Telit Mobile Terminals,GM710,,,
44874700,Nec,MP5J1N1-1A,,,
44874900,Philips,TCD898 TCD898A TCD898V,,,
44876200,Kenwood Europe,Haier HK9800C,,,
44876400,Acer Peripherals Inc.,G620,,,
44876500,Acer Peripherals Inc.,G520,,,
44876600,Acer Peripherals Inc.,G630,,,
44876700,Acer Peripherals Inc.,G530,,,
44876900,Siemens AG,SL10S30880-S1600  ,,,
44877000,Siemens AG,SL1088S30880-S1600  ,,,
44877100,Siemens AG,SL10S30880-S1600  ,,,
44877200,Siemens AG,SL1088S30880-S1600  ,,,
44877300,Siemens AG,SL10ES30880-S1600-L  ,,,
44881200,Acer Peripherals Inc.,G625,,,
44888500,Siemens AG,C2588 S2588S30880-S3050/3070  ,,,
44888600,Siemens AG,C25S30880-S3050/3070  ,,,
44889900,Nokia,6090NME-3 (DCT-3)  ,,,
44895000,Motorola,-unknown-MP2-1A15  ,,,
44895200,Motorola,V2188MC2-41G21  ,,,
44908600,Motorola,unknownMC2-41D41  ,,,
44908700,Motorola,unknownMC2-41D21  ,,,
44908900,Motorola,unknownMC2-41D42  ,,,
44909100,Motorola,-unknown-MP2-1A16  ,,,
44910100,Siemens AG,S2588S30880-S3100  ,,,
44910200,Siemens AG,S25S30880-S3100  ,,,
44910300,Telit Mobile Terminals,GM211,,,
44910400,Telit Mobile Terminals,GM211E,,,
44910500,Telit Mobile Terminals,GM221,,,
44910600,Telit Mobile Terminals,GM221E,,,
44910700,Telit Mobile Terminals,GM241,,,
44910800,Telit Mobile Terminals,GM241E,,,
44910900,Telit Mobile Terminals,GM271,,,
44911000,Telit Mobile Terminals,GM360S,,,
44911100,Telit Mobile Terminals,GM630D,,,
44911200,Telit Mobile Terminals,GM711,,,
44911300,Matsushita,Panasonic G600P,,,
44911400,Matsushita,Panasonic G520,,,
44911500,Samsung,SGH-2100P,,,
44911600,Samsung,SGH-600E,,,
44911700,Samsung,SGH-800/610,,,
44912200,Philips,TCD878J TCD878STCD 878/J  ,,,
44912300,Matsushita,Panasonic GD90,,,
44912500,Siemens AG,C25S30880-S3600  ,,,
44912600,Siemens AG,C2588S30880-S3600  ,,,
44912700,Matsushita,Panasonic GD30,,,
44912900,Telit Mobile Terminals,TCL9910,,,
44913000,Telit Mobile Terminals,GM67OD,,,
44913100,Telit Mobile Terminals,SAT550,,,
44913200,Telit Mobile Terminals,TCL9910E,,,
44913300,Telit Mobile Terminals,TCL9930,,,
44913400,Telit Mobile Terminals,Estremo,,,
44913500,Telit Mobile Terminals,GM810,,,
44913600,Telit Mobile Terminals,GM830,,,
44914100,Samsung,SGH-2100C,,,
44915200,Motorola,unknownMC2-41B31  ,,,
44915500,Motorola,T8088MC2-41I12  ,,,
44915700,Motorola,Fixed Wireless TerminalMG2-4F11  ,,,
44915800,Matsushita,Panasonic GD50,,,
44916200,Samsung,SGH-810,,,
44916600,Acer Peripherals Inc.,D68,,,
44916700,Acer Peripherals Inc.,D65,,,
44916800,Acer Peripherals Inc.,D66,,,
44916900,Acer Peripherals Inc.,D70Konka 3238  ,,,
44916900,Acer Peripherals Inc.,D70Konka 3238  ,,,
44917000,Acer Peripherals Inc.,D75,,,
44917100,Acer Peripherals Inc.,D77,,,
44917200,Motorola,Fixed Wireless TerminalMC2-41K11  ,,,
44917700,Motorola,i2000MI2-4A11  ,,,
44917800,Samsung,SGH-2400,,,
44917900,Samsung,SGH-2100E,,,
44918100,Telit Mobile Terminals,9930DF,,,
44919100,Siemens AG,C35iS30880-S4050  ,,,
44919200,Siemens AG,C3508iS30880-S4050  ,,,
44919300,Siemens AG,C35S30880-S400  ,,,
44919400,Siemens AG,M35iS30880-S4250  ,,,
44919500,Siemens AG,3518iS30880-S4250  ,,,
44919600,Siemens AG,M35S30880-S4200  ,,,
44919700,Siemens AG,S35iS30880-S4100  ,,,
44919800,Siemens AG,3568iS30880-S4100  ,,,
44920800,Nokia,6150NSM-1NY (DCT-3)  ,,,
44921500,Nokia,6091RTE-4RB (DCT-3)  ,,,
44922000,Nokia,6150NSM-1 (DCT-3) Ecom 6150-EX  ,,,
44922200,Acer Peripherals Inc.,G530M,,,
44922300,Acer Peripherals Inc.,G520M,,,
44923800,Matsushita,Panasonic GD30,,,
44924300,Motorola,unknownMC2-41F11  ,,,
44924600,Kyocera Corporation,Xoceco TG200,,,
44924700,Siemens AG,3508S30880-S4050  ,,,
44924800,Siemens AG,C25 C28S30880-S3650  ,,,
44925000,Nec,DB3800MP5J1R2  ,,,
44925200,Nec,DB3300MP5J1R1  ,,,
44926000,Nec,DB3300MP5J1R1  ,,,
44926400,Motorola,V.50 one2oneMC2-41E16  ,,,
44926700,Motorola,V100MC2-41L12  ,,,
44927000,Motorola,V.50MC2-41E15  ,,,
44927100,Motorola,V100MC2-41L11  ,,,
44927400,Motorola,i2000plusMI2-4A21  ,,,
44927500,Motorola,V.50 one2oneMC2-41E17  ,,,
44928700,Acer Peripherals Inc.,D75F,,,
44928900,Acer Peripherals Inc.,D792/GSMXG530  ,,,
44929000,Kyocera Corporation,Xoceco TG200,,,
44931000,Nokia,6150NSM-1NY (DCT-3)  ,,,
44931700,Panasonic,GD92,,,
44932000,Samsung,SGH-2488,,,
44932300,Haier CCT,H8088,,,
44932500,AudioVox,GDX300XL,,,
44932600,AudioVox,GDX300,,,
44932800,Nec,BASSN601wg  ,,,
44933200,Acer Peripherals Inc.,D70Konka 3238  ,,,
44933200,Acer Peripherals Inc.,D70Konka 3238  ,,,
44965100,Motorola,-unknown-MP2-1A17  ,,,
44965300,Motorola,V2088MC2-41G11  ,,,
44965500,Motorola,unknownMC2-41G12  ,,,
44967800,Philips,Genie1800TCD818  ,,,
44967900,Philips,TCD128 TCD138,,,
44968000,Philips,Savvy/SavvyDB/VogueTCD168 TCD188  ,,,
44968100,Philips,TCD878/J TCD878/S,,,
44968200,Philips,TCD168,,,
44968300,Philips,TCD988,,,
44968400,Philips,TCD998 TCD989/S TCD989/J,,,
44968500,Philips,TCD988,,,
44968600,Philips,Az@lis 288TCD208  ,,,
44968700,Philips,TCD989/S,,,
44969500,Samsung,SGH-800C,,,
44969800,Samsung,SGH-601C,,,
44972600,Samsung,SGH-2100,,,
45000100,Motorola,International 1000CCUF2170A  ,,,
45000200,Bosch Telecom,Bosch Cartel MCartel M/T 8G1  ,,,
45000500,Dancall Telecom,Philips PR800,,,
45000600,Motorola,International 3200SLF1770A  ,,,
45000700,Motorola,International 1000CCUF2170A  ,,,
45000800,Bosch Telecom,Bosch Cartel TCarTel MVT 8G1 SVH 7V4  ,,,
45000900,Bosch Telecom,Blaupunkt H242SVH 7V4  ,,,
45001000,Bosch Telecom,Bosch Cartel S,,,
45001100,Bosch Telecom,Blaupunkt H242,,,
45001600,Motorola,France TelecomSLF1483A  ,,,
45001700,Motorola,International 1000CCUF2170B  ,,,
45001800,Motorola,International 1000CCUF2170A1  ,,,
45001900,Bosch Telecom,Bosch Cartel T,,,
45002000,Bosch Telecom,Blaupunkt P242,,,
45002200,Bosch Telecom,Blaupunkt P242,,,
45002300,Bosch Telecom,Bosch Cartel T,,,
45003000,Motorola,International 3200SLF1770B S3210A Ford  ,,,
45003300,Motorola,France TelecomSLF1483B  ,,,
45004000,Bosch Telecom,Bosch Cartel MCMC/TC 8G3.0  ,,,
45004400,Motorola,Express ExchangeSLF1559B  ,,,
45004600,Motorola,Ford 94-GB19A387-AA,,,
45004800,Motorola,Telekom D1 327SLF1485A  ,,,
45004900,Motorola,International 1000SUF1321A  ,,,
45005600,Motorola,Ford 94-GB9A387-CA,,,
45005700,Motorola,Ford SUF1666A,,,
45006300,Maxon,MX3000,,,
45007100,Maxon,MX3204,,,
45007300,Dancall Telecom,Bosch GSM COM 607,,,
45007600,Dancall Telecom,Bosch GSM COM 647,,,
45007800,Dancall Telecom,Bosch GSM COM 608,,,
45007900,Maxon,MX3205,,,
45008100,Maxon,MX3208,,,
45008200,Dancall Telecom,Bosch GSM 908,,,
45008500,Telit Mobile Terminals,GM410,,,
45008900,Maxon,MX3204,,,
45009000,Maxon,MX3205,,,
45009100,Maxon,MX3208,,,
45009200,Dancall Telecom,Bosch GSM 509,,,
45009300,Maxon,Zhongxing ZTE902,,,
45009300,Maxon,Zhongxing ZTE902,,,
45009500,Maxon,Kejian KGH-3000C,,,
45009600,Maxon,Xoceco XG829,,,
45009700,Maxon,MX6869,,,
45009800,Maxon,MX6879,,,
45009900,Maxon,MX6899,,,
45010000,Maxon,MX6877,,,
45700100,Dancall Telecom,Bosch DualCom 738,,,
45700200,Dancall Telecom,Siemens S15,,,
45700300,Dancall Telecom,Bosch World 718,,,
45700400,Dancall Telecom,Bosch DualCom 738,,,
45700500,Dancall Telecom,Siemens S15E,,,
45700600,Dancall Telecom,Siemens S16E,,,
45700700,Dancall Telecom,Bosch DualCom 738,,,
45700800,Bosch Telecom,DualCom 738PMCom 738 D  ,,,
45700900,Maxon,MX6804,,,
45701000,Dancall Telecom,Bosch GSM 719 World,,,
45701100,Dancall Telecom,Bosch GSM 909D,,,
45701200,Dancall Telecom,Bosch GSM 909D,,,
45701300,Dancall Telecom,Bosch GSM 509D,,,
45701400,Maxon,MM6854,,,
45701500,Dancall Telecom,Bosch GSM 509D,,,
45701600,Dancall Telecom,Bosch GSM 909D / 909 Dual S,,,
45701800,Maxon,MM6864,,,
45702100,Maxon,MX6814,,,
45702200,Maxon,MX6815,,,
45702300,Maxon,MX6811,,,
45702400,Maxon,MX6810,,,
45702700,Maxon,DW2500,,,
45702800,Maxon,MX6813,,,
45702900,Maxon,Keijan KGH-3800C,,,
45709200,Dancall Telecom,Bosch GSM 509,,,
49000100,Siemens AG,P1S24859-C2000  ,,,
49000400,Philips,Europorty,,,
49000500,Nokia,1011NHE-2XN DE: D1-367 (DCT-1)  ,,,
49000700,Siemens AG,ABB Veriphon D45-1/2H,,,
49000800,Ericsson Sweden,GH172 GH174Lisa P9040  ,,,
49001200,Ericsson Sweden,GH197,,,
49001300,Ericsson Sweden,GS197LISA P9041  ,,,
49002000,Nokia,1011NHE-2XH Hitachi CR-D 300 (DCT-1)  ,,,
49002100,Siemens AG,P1+S24859-C2000  ,,,
49002200,Siemens AG,S1 MarathonS24859-C2100 AT&T 3242  ,,,
49002300,Philips,PR810NHE-2XP  ,,,
49002600,Philips,Europorty Special EditionPR 701 (FG 701)  ,,,
49002700,Ericsson Sweden,GH198,,,
49003000,Ericsson Sweden,1523,,,
49010000,Siemens AG,S3S24859-C2500 AT&T 3242  ,,,
49010100,Siemens AG,PR820,,,
49010200,Ericsson Sweden,GH3371050401-BV  ,,,
49010300,Ericsson Sweden,1543,,,
49010400,Ericsson Sweden,1544,,,
49010500,Ericsson Sweden,1542,,,
49010600,Ascom,1542-CH / DiscoveryEricsson GH337  ,,,
49011600,Nokia Mobile Phones,1610NHE-5NX Philips PR-747 (DCT-1)  ,,,
49011900,Ericsson Sweden,GH198,,,
49012000,Ericsson Sweden,1533,,,
49012100,Sharp,TQ-G400Y TQ-G400Z TQ-G400E,,,
49012200,Siemens AG,S3 com/plusS24859-C2510 AT&T 3245  ,,,
49012300,Philips,PR557NHE-3DP  ,,,
49012400,Ericsson Sweden,GH3371050401-BV  ,,,
49012500,Ericsson Sweden,GF3371050403-BV  ,,,
49012600,Ericsson Sweden,1050402-BV  ,,,
49012700,Ericsson Sweden,1050404-BV  ,,,
49012800,Ericsson Sweden,Ascom 1050402-CH  ,,,
49012900,Ericsson Sweden,B&O BeoCOM 9501050404-DK  ,,,
49013500,Nokia Mobile Phones,Philips PR 747 IINHE-4PX  ,,,
49014000,Sharp,1050405-JP,,,
49014100,Ericsson Sweden,GH2180050401-BV  ,,,
49014400,Nokia,6080NME-2A (DCT-3)  ,,,
49014500,Ericsson Sweden,GH3881050501-BV  ,,,
49014600,Ericsson Sweden,GA3881050502-BV  ,,,
49014700,Ericsson Sweden,GF3881050503-BV  ,,,
49014800,Ericsson Sweden,GF3581050503-BV  ,,,
49014900,Ericsson Sweden,GA3180050502-BV  ,,,
49015000,Ericsson Sweden,Sharp TQ-G450,,,
49015000,Ericsson Sweden,Sharp TQ-G4501050505-JP  ,,,
49015100,Nokia,6080 6081NME-2A (DCT-3)  ,,,
49017300,Ericsson Sweden,GH3881050501-BV  ,,,
49017400,Ericsson Sweden,GA3180050502-BV  ,,,
49017500,Ericsson Sweden,GH3981050501-CN  ,,,
49017600,Ericsson Sweden,GH3881050501-BV  ,,,
49017700,Ericsson Sweden,GH3881050501-BV  ,,,
49018100,Ericsson Sweden,GA3180050502-BV  ,,,
49019200,Ericsson Sweden,GH3881050501-BV  ,,,
49019900,Ericsson Sweden,GH3981050501-CN  ,,,
49022400,Siemens AG,S1 MarathonS24859-C2100  ,,,
49050300,Siemens AG,A1S30880-S1000  ,,,
49050800,Ericsson Sweden,GF7881050602-BV  ,,,
49050900,Ericsson Sweden,GF7681050603-BV  ,,,
49051000,Ericsson Sweden,GH6881050701-BV  ,,,
49051100,Ericsson Sweden,GA6281050702-BV  ,,,
49051200,Ericsson Sweden,6050101-BV6050101-BV  ,,,
49051300,Ericsson Sweden,6050101-US6050101-US  ,,,
49051400,Ericsson Sweden,GF7881050602-BV  ,,,
49051500,Ericsson Sweden,GF7881050602-BV  ,,,
49051600,Ericsson Sweden,GF7881050602-BV  ,,,
49051700,Ericsson Sweden,GF7881050602-BV  ,,,
49051800,Nokia,6110NSE-3NX (DCT-3)  ,,,
49052100,Nokia,6110NSE-3NX (DCT-3)  ,,,
49052300,Nokia,6110NSE-3NX (DCT-3)  ,,,
49052600,Nokia,6110NSE-3NX (DCT-3)  ,,,
49052700,Nokia,6110NSE-3NX (DCT-3)  ,,,
49052800,Ericsson Sweden,GA6281050702-BV  ,,,
49052900,Ericsson Sweden,GA6281050702-BV  ,,,
49053000,Ericsson Sweden,GH6881050701-BV  ,,,
49053100,Ericsson Sweden,GH6881050701-BV  ,,,
49053200,Ericsson Sweden,GH6881050701-BV  ,,,
49053300,Ericsson Sweden,GA6281050702-BV  ,,,
49053400,Ericsson Sweden,GA6281050702-BV  ,,,
49053500,Ericsson Sweden,GA6281050702-BV  ,,,
49053600,Ericsson Sweden,GA6281050702-BV  ,,,
49053700,Ericsson Sweden,GA6281050702-BV  ,,,
49053800,Ericsson Sweden,GF7681050603-BV  ,,,
49053900,Ericsson Sweden,GF7681050603-BV  ,,,
49054000,Ericsson Sweden,GF788c1050602-CN  ,,,
49054500,Nokia,6110NSE-3NX (DCT-3)  ,,,
49056100,Ericsson Sweden,GH6881050701-BV  ,,,
49056200,Ericsson Sweden,GA6281050702-BV  ,,,
49056300,Ericsson Sweden,GA6281050702-BV  ,,,
49056400,Ericsson Sweden,GA6281050702-BV  ,,,
49056500,Ericsson Sweden,GA6281050702-BV  ,,,
49056600,Ericsson Sweden,GA6281050702-BV  ,,,
49072400,Ericsson Sweden,ET3371050401-BV  ,,,
49300200,Nokia,6150NSM-1NY (DCT-3)  ,,,
49300500,Nokia,6150NSM-1NY (DCT-3)  ,,,
49300600,Nokia,6150NSM-1NY (DCT-3)  ,,,
49300700,Nokia,6150NSM-1NY (DCT-3)  ,,,
49300800,Nokia,6150NSM-1NY (DCT-3)  ,,,
49300900,Nokia,6150NSM-1NY (DCT-3)  ,,,
49500500,Philips,8110NHK-3XN  ,,,
49500600,Philips,8110NHK-3XA  ,,,
49500800,Nokia Mobile Phones,2140NHK-1 Philips PR748  ,,,
49501000,Ericsson Sweden,PH3371070401-BV  ,,,
49501100,Ericsson Sweden,1070403-BV  ,,,
49502000,Ericsson Sweden,1070402-BV  ,,,
49504100,Ericsson Sweden,PH3881070501-BV  ,,,
49504200,Ericsson Sweden,PA3881070502-BV  ,,,
49550100,Siemens AG,S6 PCN,,,
49550200,Nokia,6130NSK-3NX (DCT-3)  ,,,
49550600,Nokia,6138NSK-3NX  ,,,
49550700,Nokia,6130NSK-3NY (DCT-3)  ,,,
49551200,Ericsson Sweden,PF7681070603-BV  ,,,
49990000,Siemens AG,L55 Prototype SeriesS30880-S63*0  ,,,
49999900,Siemens AG,unknownS24859-C3100  ,,,
50000100,Samsung,SGH-1840,,,
50000300,Acer Peripherals Inc.,G70GSM 56G70  ,,,
50000400,Acer Peripherals Inc.,G75GSM 56G75  ,,,
50000600,Siemens AG,Combiset GSM 1009,,,
50001200,Siemens AG,Combiset GSM 1018,,,
50001300,Siemens AG,Optiset GSM 1018,,,
50001700,Nec,MP5J1T1-1A,,,
50001800,Acer Peripherals Inc.,D70,,,
50001900,Acer Peripherals Inc.,D65,,,
50002000,Acer Peripherals Inc.,D66,,,
50002100,Acer Peripherals Inc.,D66,,,
50002200,Acer Peripherals Inc.,D68,,,
50002300,Acer Peripherals Inc.,D68,,,
50002400,Acer Peripherals Inc.,D70,,,
50002500,Acer Peripherals Inc.,D70,,,
50002600,Acer Peripherals Inc.,D75,,,
50002700,Acer Peripherals Inc.,D75,,,
50002800,Acer Peripherals Inc.,D77,,,
50002900,Acer Peripherals Inc.,D77,,,
50003000,AudioVox,GSM810,,,
50003300,Siemens AG,Optiset GSM 1018/2,,,
50003400,Haier CCT,H6988,,,
50003500,Matsushita,CF-27,,,
50003600,Siemens AG,Optiset GSM 1009,,,
50003700,Motorola,Talkabout 2988AC2-41A00  ,,,
50003800,Motorola,Talkabout 2988AC2-41A00  ,,,
50003900,Motorola,Talkabout 2988AC2-41A00  ,,,
50004000,Motorola,Talkabout 2988AC2-41A00  ,,,
50004100,Motorola,Talkabout 2988AC2-41A00  ,,,
50004200,Motorola,-unknown-AC2-41B00  ,,,
50004300,Motorola,-unknown-AC2-41B00  ,,,
50004400,Motorola,-unknown-AC2-41B00  ,,,
50004500,Motorola,-unknown-AC2-41B00  ,,,
50004600,Motorola,-unknown-AC2-41B00  ,,,
50004700,Nec,MP6J1A1-1A,,,
50004800,Nec,MP6J1A1-1A,,,
50004900,Nec,MP6J1A1-1A,,,
50005000,Nec,MP6J1A1-2A,,,
50005100,Nec,MP6J1A1-2A,,,
50005200,Nec,MP6J1A1-2A,,,
50005300,Zhongxing Telecom Equipm.,ZTE189,,,
50006300,Matsushita,CF-27CF-27DB  ,,,
50006500,CEC Telecom Co. Ltd.,CECT CT2020,,,
50011200,Bosch/Philips,CCRT 700Opel Radio mit Telefon  ,,,
50011200,Bosch/Philips,CCRT 700Opel Radio mit Telefon  ,,,
50015700,Pantech,Twinky,,,
50023400,Huizhou Mobile Comms Co Ltd,TCL8988D,,,
50316700,Ericsson Sweden,T65,,,
51000100,GVC Corporation,GM-668B,,,
51020000,Nokia,609NHX-2NE Ringo  ,,,
52000100,Ericsson Sweden,GM126050102-BV  ,,,
52000200,Ericsson Sweden,SH8881100801-BV  ,,,
52000300,Ericsson Sweden,GF788e1050612-BV  ,,,
52000500,Ericsson Sweden,SH8680100801-BV  ,,,
52000600,GVC Corporation,GSM 100,,,
52000700,Ericsson Sweden,GF7681050613-BV  ,,,
52000800,Siemens AG,M20S30880-S8000-A100  ,,,
52001100,Ericsson Sweden,PH3881070501-BV  ,,,
52001200,Ericsson Sweden,I888world1140802-BV  ,,,
